seq_beneficiario;dat_inicio_direito;des_categoria;desc_entidade;val_cargo;val_redutor_teto;nom_municipio;sgl_uf;dat_requerimento;dat_doc_completa;dat_deferimento;mes_deferimento;dias_uteis_concessao
190945;2025-07-02;CONJUGE;SECRETARIA DE EDUCACAO;2617,2;2617,2;BOM DESPACHO;MG;2025-07-18;2025-07-29;2025-07-30;Julho/2025;2
190932;2025-06-17;CONJUGE;SECRETARIA DE EDUCACAO;2201,75;2201,75;POUSO ALEGRE;MG;2025-06-25;2025-07-25;2025-07-30;Julho/2025;4
190940;2025-07-05;CONJUGE;SECRETARIA DE EDUCACAO;3135,45;3135,45;CARANDAI;MG;2025-07-21;2025-07-28;2025-07-30;Julho/2025;3
190944;2025-07-12;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;32456,33;32456,33;BELO HORIZONTE;MG;2025-07-17;2025-07-29;2025-07-30;Julho/2025;2
190942;2025-07-25;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;1278,72;1518,0;ITINGA;MG;2011-05-12;2025-07-29;2025-07-30;Julho/2025;2
190864;2025-03-20;EX-COMPANHEIRO(A) COM PENSAO ALIMENTICIA;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;3462,37;3462,37;BARBACENA;MG;2025-06-06;2025-07-29;2025-07-30;Julho/2025;2
190941;2025-05-13;CONJUGE;SECRETARIA DA FAZENDA;37266,52;37266,52;JACUTINGA;MG;2025-07-18;2025-07-29;2025-07-30;Julho/2025;2
190936;2025-06-09;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;ITUIUTABA;MG;2025-06-27;2025-07-28;2025-07-31;Julho/2025;4
190949;2025-06-13;CONJUGE;POLICIA CIVIL;10707,53;10707,53;CONTAGEM;MG;2025-07-18;2025-07-30;2025-07-31;Julho/2025;2
190950;2025-06-12;CONJUGE;POLICIA CIVIL;4106,12;4106,12;BELO HORIZONTE;MG;2025-07-10;2025-07-29;2025-07-31;Julho/2025;3
190954;2025-06-21;CONJUGE;SECRETARIA DE EDUCACAO;2749,68;2749,68;BRASILANDIA DE MINAS;MG;2025-07-18;2025-07-31;2025-07-31;Julho/2025;1
190946;2025-06-20;CONJUGE;SECRETARIA DE EDUCACAO;1356,19;1518,0;VICOSA;MG;2025-07-16;2025-07-29;2025-07-31;Julho/2025;3
190957;2025-06-09;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;ITUIUTABA;MG;2025-07-10;2025-07-31;2025-08-01;Agosto/2025;2
190967;2025-08-01;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;5842,68;5842,68;CONTAGEM;MG;2023-01-23;2025-07-30;2025-08-01;Agosto/2025;3
190973;2025-02-19;CONJUGE;SECRETARIA DA EDUCACAO;7480,72;7480,72;DIAMANTINA;MG;2025-04-24;2025-05-06;2025-08-01;Agosto/2025;62
190958;2025-06-30;CONJUGE;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;5159,59;5159,59;BOM SUCESSO;MG;2025-07-21;2025-07-31;2025-08-01;Agosto/2025;2
190960;2025-06-28;FILHO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2137,34;2137,34;DIAMANTINA;MG;2025-07-22;2025-07-31;2025-08-01;Agosto/2025;2
190961;2025-06-28;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2137,34;2137,34;DIAMANTINA;MG;2025-07-22;2025-07-31;2025-08-01;Agosto/2025;2
190956;2025-06-28;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;SAO SEBASTIAO DO MARANHAO;MG;2025-07-10;2025-07-31;2025-08-01;Agosto/2025;2
190965;2025-08-01;COMPANHEIRO(A);POLICIA CIVIL;18592,11;15233,42;BELO HORIZONTE;MG;2025-07-11;2025-07-29;2025-08-01;Agosto/2025;4
190966;2025-07-11;CONJUGE;SECRETARIA DA FAZENDA;36151,75;36151,75;UBERABA;MG;2025-07-17;2025-07-31;2025-08-01;Agosto/2025;2
190951;2025-07-04;CONJUGE;SECRETARIA DE SAUDE;3385,47;3385,47;JUIZ DE FORA;MG;2025-07-17;2025-07-29;2025-08-01;Agosto/2025;4
190971;2025-05-18;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1549,01;1549,01;OURO PRETO;MG;2025-07-21;2025-08-01;2025-08-01;Agosto/2025;1
190982;2025-06-23;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2652,76;2652,76;SAO DOMINGOS DO PRATA;MG;2025-07-23;2025-08-01;2025-08-04;Agosto/2025;2
190980;2025-05-16;CONJUGE;SECRETARIA DE EDUCACAO;5457,47;5457,47;RAUL SOARES;MG;2025-07-16;2025-08-01;2025-08-04;Agosto/2025;2
190974;2025-07-03;COMPANHEIRO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2509,71;2509,71;BEMPOSTA;RJ;2025-07-03;2025-07-14;2025-08-04;Agosto/2025;16
190981;2025-05-30;CONJUGE;SECRETARIA DE EDUCACAO;4564,33;4564,33;BELO HORIZONTE;MG;2025-07-23;2025-08-01;2025-08-04;Agosto/2025;2
190976;2025-07-12;CONJUGE;SECRETARIA DE EDUCACAO;7723,44;7723,44;LAGOA DA PRATA;MG;2025-07-22;2025-08-01;2025-08-04;Agosto/2025;2
190964;2025-08-06;CONJUGE;POLICIA CIVIL;13501,25;13501,25;MATEUS LEME;MG;2024-10-30;2024-11-21;2025-08-04;Agosto/2025;173
190975;2025-01-02;CONJUGE INVALIDO;SECRETARIA DA EDUCACAO;5560,24;5560,24;BARBACENA;MG;2025-01-07;2025-03-26;2025-08-04;Agosto/2025;87
190952;2025-07-12;CONJUGE;SECRETARIA DE SAUDE;1994,3;1994,3;BELO HORIZONTE;MG;2025-07-17;2025-07-31;2025-08-04;Agosto/2025;3
190780;2025-05-25;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;35720,38;35720,38;BELO HORIZONTE;MG;2025-06-27;2025-08-05;2025-08-05;Agosto/2025;1
190978;2025-05-25;CONJUGE;SECRETARIA DE SAUDE;1087,08;1518,0;BELO HORIZONTE;MG;2025-06-23;2025-07-31;2025-08-05;Agosto/2025;4
190988;2025-07-06;CONJUGE;SECRETARIA DE EDUCACAO;5078,1;5533,5;LEME DO PRADO;MG;2025-07-15;2025-08-01;2025-08-05;Agosto/2025;3
190989;2025-07-13;CONJUGE;POLICIA CIVIL;17768,27;17768,27;BARBACENA;MG;2025-07-22;2025-08-04;2025-08-05;Agosto/2025;2
190984;2025-05-10;FILHO(A);TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;24056,86;24056,86;DORES DO INDAIA;MG;2025-07-21;2025-07-31;2025-08-05;Agosto/2025;4
190983;2025-05-10;CONJUGE;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;24056,86;24056,86;DORES DO INDAIA;MG;2025-07-21;2025-07-31;2025-08-05;Agosto/2025;4
190985;2025-05-10;FILHO(A);TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;24056,86;24056,86;DORES DO INDAIA;MG;2025-07-21;2025-07-31;2025-08-05;Agosto/2025;4
190987;2025-06-05;CONJUGE;SECRETARIA DE EDUCACAO;1253,64;1518,0;BELO HORIZONTE;MG;2025-07-25;2025-08-01;2025-08-05;Agosto/2025;3
190993;2025-07-11;CONJUGE;SECRETARIA DE EDUCACAO;4882,18;4882,18;TAIOBEIRAS;MG;2025-07-28;2025-08-04;2025-08-05;Agosto/2025;2
190996;2025-06-13;CONJUGE;SECRETARIA DE EDUCACAO;2430,32;2430,32;PRESIDENTE PRUDENTE;SP;2025-07-10;2025-08-05;2025-08-06;Agosto/2025;2
191006;2025-07-07;CONJUGE;SECRETARIA DE GOVERNO;1420,6;1518,0;BOCAIUVA;MG;2025-07-30;2025-08-06;2025-08-06;Agosto/2025;1
190997;2025-06-25;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1709,88;1709,88;MONTES CLAROS;MG;2025-07-30;2025-08-05;2025-08-06;Agosto/2025;2
190998;2025-05-14;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1603,01;1603,01;BELO HORIZONTE;MG;2025-07-25;2025-08-05;2025-08-06;Agosto/2025;2
190999;2025-06-28;CONJUGE;SECRETARIA DE EDUCACAO;6615,08;6615,08;ANDRELANDIA;MG;2025-07-23;2025-08-05;2025-08-06;Agosto/2025;2
191008;2016-08-16;FILHO(A) INVALIDO(A);SECRETARIA DE ESTADO DE SAUDE;2428,13;2428,13;UBERABA;MG;2025-06-10;2025-08-05;2025-08-07;Agosto/2025;3
191014;2025-07-14;CONJUGE;SECRETARIA DA FAZENDA;32522,23;32522,23;JUIZ DE FORA;MG;2025-07-28;2025-08-06;2025-08-07;Agosto/2025;2
190595;2025-05-22;CONJUGE;POLICIA CIVIL;10695,43;10695,43;CONTAGEM;MG;2025-06-16;2025-08-06;2025-08-07;Agosto/2025;2
190990;2025-05-27;CONJUGE;SECRETARIA DE EDUCACAO;5715,09;5715,09;BELO HORIZONTE;MG;2025-07-22;2025-08-01;2025-08-07;Agosto/2025;5
191007;2025-07-02;CONJUGE;FUNDACAO CLOVIS SALGADO;2132,68;2132,68;RIBEIRAO DAS NEVES;MG;2025-07-29;2025-08-06;2025-08-07;Agosto/2025;2
191017;2025-06-02;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;3657,3;3657,3;MURIAE;MG;2025-06-25;2025-08-05;2025-08-07;Agosto/2025;3
191012;2025-07-06;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;23476,87;23476,87;GUARARA;MG;2025-07-15;2025-08-06;2025-08-07;Agosto/2025;2
191022;2025-06-12;CONJUGE;SECRETARIA DA FAZENDA;35503,88;35503,88;RIO DE JANEIRO;RJ;2025-07-21;2025-08-07;2025-08-08;Agosto/2025;2
191023;2025-05-30;CONJUGE;SECRETARIA DE EDUCACAO;2992,92;2992,92;CONSELHEIRO LAFAIETE;MG;2025-07-18;2025-08-08;2025-08-08;Agosto/2025;1
191029;2025-04-11;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;5323,52;5323,52;BELO HORIZONTE;MG;2025-04-24;2025-06-27;2025-08-08;Agosto/2025;31
191016;2025-05-27;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;ITACARAMBI;MG;2025-07-11;2025-08-06;2025-08-08;Agosto/2025;3
191015;2025-07-01;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;MURIAE;MG;2025-07-15;2025-08-07;2025-08-08;Agosto/2025;2
191028;2025-03-02;CONJUGE;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;32456,33;32456,33;MONTE SANTO DE MINAS;MG;2025-03-26;2025-04-14;2025-08-08;Agosto/2025;78
191026;2025-07-17;CONJUGE;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;32456,33;32456,33;BELO HORIZONTE;MG;2025-07-23;2025-08-07;2025-08-08;Agosto/2025;2
190869;2025-06-17;CONJUGE;SECRETARIA DE EDUCACAO;2212,91;2212,91;JUIZ DE FORA;MG;2025-07-10;2025-08-08;2025-08-08;Agosto/2025;1
191034;2025-05-23;CONJUGE;SECRETARIA DE EDUCACAO;3352,23;3352,23;GOVERNADOR VALADARES;MG;2025-07-16;2025-08-07;2025-08-11;Agosto/2025;3
191033;2025-06-22;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;25020,05;25020,05;MACHADO;MG;2025-07-18;2025-08-07;2025-08-11;Agosto/2025;3
191035;2025-06-29;CONJUGE;SECRETARIA DA FAZENDA;9412,69;9412,69;ITABIRA;MG;2025-07-29;2025-08-08;2025-08-11;Agosto/2025;2
190970;2025-08-12;NETO;UNIMONTES UNIV MONTES CLAROS;13162,5;13162,5;MONTES CLAROS;MG;2024-08-30;2024-11-07;2025-08-11;Agosto/2025;188
191032;2025-06-25;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;PARA DE MINAS;MG;2025-07-15;2025-08-07;2025-08-11;Agosto/2025;3
191040;2025-06-16;FILHO(A);SECRETARIA DE EDUCACAO;1326,88;1518,0;DIAMANTINA;MG;2025-07-25;2025-08-08;2025-08-11;Agosto/2025;2
191018;2025-06-25;CONJUGE;POLICIA CIVIL;12527,9;12527,9;MATOZINHOS;MG;2025-07-16;2025-08-06;2025-08-11;Agosto/2025;4
191027;2025-06-29;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;32456,33;32456,33;BARAO DE COCAIS;MG;2025-07-16;2025-08-07;2025-08-11;Agosto/2025;3
191041;2025-07-02;CONJUGE;SECRETARIA DE EDUCACAO;2371,05;2371,05;BELO HORIZONTE;MG;2025-08-01;2025-08-08;2025-08-12;Agosto/2025;3
191036;2025-06-19;CONJUGE;SECRETARIA DA FAZENDA;30915,55;30915,55;CACHOEIRA DE MINAS;MG;2025-07-18;2025-08-12;2025-08-12;Agosto/2025;1
191042;2025-06-18;CONJUGE;SECRETARIA DE EDUCACAO;2025,26;2025,26;CONTAGEM;MG;2025-06-30;2025-08-08;2025-08-12;Agosto/2025;3
191037;2025-05-04;CONJUGE;SECRETARIA DA FAZENDA;18320,09;18320,09;CAMPINAS;SP;2025-07-21;2025-08-07;2025-08-12;Agosto/2025;4
191038;2025-05-04;FILHO(A);SECRETARIA DA FAZENDA;18320,09;18320,09;CAMPINAS;SP;2025-07-21;2025-08-07;2025-08-12;Agosto/2025;4
191045;2025-07-18;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;ENGENHEIRO NAVARRO;MG;2025-07-31;2025-08-12;2025-08-13;Agosto/2025;2
191046;2025-08-13;COMPANHEIRO(A);POLICIA CIVIL;39098,69;39098,69;BELO HORIZONTE;MG;2025-05-12;2025-07-17;2025-08-13;Agosto/2025;20
191048;2025-05-21;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;4973,91;4973,91;BELO HORIZONTE;MG;2025-07-30;2025-08-12;2025-08-13;Agosto/2025;2
191052;2025-03-25;CONJUGE;SECRETARIA DE EDUCACAO;5313,98;5313,98;ARACUAI;MG;2025-05-09;2025-08-13;2025-08-14;Agosto/2025;2
191054;2025-06-22;CONJUGE;SECRETARIA DE EDUCACAO;2070,31;2070,31;CONGONHAS;MG;2025-07-29;2025-08-13;2025-08-14;Agosto/2025;2
191055;2025-07-07;CONJUGE;SECRETARIA DE SAUDE;1818,94;1818,94;BELO HORIZONTE;MG;2025-07-30;2025-08-13;2025-08-14;Agosto/2025;2
191059;2025-07-16;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2082,43;2082,43;BELO HORIZONTE;MG;2025-08-13;;2025-08-14;Agosto/2025;2
191065;2025-06-30;CONJUGE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;3287,33;3287,33;JUIZ DE FORA;MG;2025-08-05;2025-08-14;2025-08-18;Agosto/2025;2
191067;2025-06-17;CONJUGE;SECRETARIA DA FAZENDA;7247,6;7247,6;BELO HORIZONTE;MG;2025-07-16;2025-08-14;2025-08-18;Agosto/2025;2
191069;2025-05-15;CONJUGE;SECRETARIA DE EDUCACAO;5746,84;5746,84;MONTES CLAROS;MG;2025-05-30;2025-08-14;2025-08-18;Agosto/2025;2
191047;2025-08-15;FILHO(A);SECRETARIA DE EDUCACAO;2220,87;3036,0;AGUAS VERMELHAS;MG;2025-07-31;;2025-08-18;Agosto/2025;12
191062;2025-06-27;COMPANHEIRO(A);POLICIA CIVIL;13717,56;13717,56;BELO HORIZONTE;MG;2025-07-23;2025-08-14;2025-08-18;Agosto/2025;2
191066;2019-03-21;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;2439,56;2439,56;MURIAE;MG;2019-05-02;2025-08-13;2025-08-18;Agosto/2025;3
191077;2025-05-31;CONJUGE;SECRETARIA DE EDUCACAO;5880,8;5880,8;SETE LAGOAS;MG;2025-07-28;2025-08-19;2025-08-21;Agosto/2025;3
191086;2025-06-21;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1709,88;1709,88;BELO HORIZONTE;MG;2025-08-08;2025-08-19;2025-08-21;Agosto/2025;3
191098;2025-01-20;CONJUGE;SECRETARIA DA EDUCACAO;2905,86;2905,86;CENTRALINA;MG;2025-02-06;2025-04-08;2025-08-21;Agosto/2025;90
191079;2025-07-17;CONJUGE;SECRETARIA DE SAUDE;3339,38;3339,38;SAO JOAO DEL REI;MG;2025-07-17;2025-08-18;2025-08-21;Agosto/2025;4
191083;2025-06-22;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1908,4;1908,4;BOM JESUS DO GALHO;MG;2025-07-17;2025-08-19;2025-08-21;Agosto/2025;3
191076;2025-06-21;CONJUGE;SECRETARIA DE EDUCACAO;2878,91;2878,91;GUIDOVAL;MG;2025-07-09;2025-08-18;2025-08-21;Agosto/2025;4
191085;2025-07-27;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;CATAS ALTAS DA NORUEGA;MG;2025-08-08;2025-08-19;2025-08-21;Agosto/2025;3
191092;2025-06-01;CONJUGE;SECRETARIA DE EDUCACAO;3756,48;3756,48;SAO GONCALO DO RIO ABAIXO;MG;2025-08-06;2025-08-20;2025-08-21;Agosto/2025;2
191078;2025-07-11;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3888,58;3888,58;ARAXA;MG;2025-07-29;2025-08-19;2025-08-21;Agosto/2025;3
191094;2025-06-19;CONJUGE;SECRETARIA DE EDUCACAO;2335,82;2335,82;MONTES CLAROS;MG;2025-07-21;2025-08-20;2025-08-21;Agosto/2025;2
191097;2025-07-21;CONJUGE;SECRETARIA DE EDUCACAO;7110,75;7110,75;MADRE DE DEUS DE MINAS;MG;2025-08-11;2025-08-21;2025-08-21;Agosto/2025;1
191081;2025-07-24;CONJUGE;SECRETARIA DE SAUDE;1959,41;1959,41;BELO HORIZONTE;MG;2025-08-12;2025-08-19;2025-08-21;Agosto/2025;3
191089;2025-05-10;CONJUGE;SECRETARIA DA FAZENDA;36669,1;36669,1;IPATINGA;MG;2025-07-10;2025-08-20;2025-08-21;Agosto/2025;2
191071;2025-07-19;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1062,6;1518,0;SAO PEDRO DO SUACUI;MG;2025-08-06;2025-08-18;2025-08-21;Agosto/2025;4
191088;2025-07-22;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;6043,44;6117,33;HORTOLANDIA;SP;2025-07-22;2025-08-19;2025-08-21;Agosto/2025;3
191096;2025-07-31;CONJUGE;POLICIA CIVIL;5184,24;5184,24;VARGINHA;MG;2025-08-08;2025-08-20;2025-08-21;Agosto/2025;2
191074;2025-07-20;CONJUGE;SECRETARIA DE EDUCACAO;3965,88;3965,88;DIVINOPOLIS;MG;2025-08-05;2025-08-19;2025-08-21;Agosto/2025;3
191100;2025-06-15;CONJUGE;POLICIA CIVIL;24833,78;24833,78;BARBACENA;MG;2025-07-09;2025-08-07;2025-08-22;Agosto/2025;11
191099;2025-08-11;CONJUGE;POLICIA CIVIL;7011,86;7011,86;TABULEIRO;MG;2025-08-11;2025-08-21;2025-08-22;Agosto/2025;2
191091;2025-08-07;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1912,68;1912,68;PRESIDENTE KUBITSCHEK;MG;2025-08-07;2025-08-20;2025-08-25;Agosto/2025;4
191118;2025-06-24;CONJUGE;SECRETARIA DE EDUCACAO;2095,66;2095,66;CARMO DO PARANAIBA;MG;2025-08-14;2025-08-22;2025-08-25;Agosto/2025;2
191103;2025-06-17;CONJUGE;SECRETARIA DE EDUCACAO;2947,42;2947,42;MURIAE;MG;2025-06-30;2025-08-21;2025-08-25;Agosto/2025;3
191113;2025-07-08;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;5279,81;5279,81;CARMO DO RIO CLARO;MG;2025-08-08;2025-08-22;2025-08-25;Agosto/2025;2
191109;2025-07-18;CONJUGE;SECRETARIA DE EDUCACAO;1284,51;1518,0;ITACARAMBI;MG;2025-08-18;2025-08-22;2025-08-25;Agosto/2025;2
191117;2025-08-05;CONJUGE;SECRETARIA DE EDUCACAO;1417,86;1518,0;MONTES CLAROS;MG;2025-08-20;;2025-08-26;Agosto/2025;5
191119;2025-07-21;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;UBA;MG;2025-08-11;2025-08-22;2025-08-26;Agosto/2025;3
191111;2025-06-10;FILHO(A);SECRETARIA DE EDUCACAO;1673,37;1673,37;MATOZINHOS;MG;2025-08-01;2025-08-22;2025-08-26;Agosto/2025;3
191110;2025-06-10;CONJUGE;SECRETARIA DE EDUCACAO;1673,37;1673,37;BELO HORIZONTE;MG;2025-08-01;2025-08-22;2025-08-26;Agosto/2025;3
191178;2025-04-18;CONJUGE;SECRETARIA DE EDUCACAO;5003,79;5003,79;ARAGUARI;MG;2025-06-03;2025-08-28;2025-09-01;Setembro/2025;3
191186;2025-08-01;FILHO(A);SECRETARIA DE EDUCACAO;3069,12;3069,12;OURO PRETO;MG;2025-08-01;2025-08-28;2025-09-01;Setembro/2025;3
191120;2025-03-22;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;13475,83;13475,83;SERRA;ES;2025-05-12;2025-09-01;2025-09-01;Setembro/2025;1
191184;2025-07-29;CONJUGE;SECRETARIA DE EDUCACAO;1834,1;1834,1;VARZEA DA PALMA;MG;2025-08-14;2025-08-28;2025-09-01;Setembro/2025;3
191185;2025-07-29;FILHO(A);SECRETARIA DE EDUCACAO;1834,1;1834,1;VARZEA DA PALMA;MG;2025-08-14;2025-08-28;2025-09-01;Setembro/2025;3
191140;2025-08-30;EX-CONJUGE COM PENSAO ALIMENTICIA;SECRETARIA DE ESTADO DE EDUCACAO;5381,58;5381,58;MACHACALIS;MG;2025-07-18;2024-07-02;2025-09-01;Setembro/2025;294
191194;2025-09-03;CONJUGE;POLICIA CIVIL;12943,9;12943,9;RIBEIRAO DAS NEVES;MG;2023-10-02;2025-09-01;2025-09-01;Setembro/2025;1
191049;2025-07-24;CONJUGE;SECRETARIA DE EDUCACAO;1912,31;1912,31;DIVINOPOLIS;MG;2025-08-07;2025-09-01;2025-09-01;Setembro/2025;1
191170;2025-06-26;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;CARMO DA MATA;MG;2025-08-01;2025-08-28;2025-09-01;Setembro/2025;3
191181;2025-08-08;CONJUGE;SECRETARIA DE EDUCACAO;3941,91;3941,91;BARAO DE COCAIS;MG;2025-08-27;;2025-09-01;Setembro/2025;4
191196;2025-08-08;CONJUGE;SECRETARIA DE EDUCACAO;2070,31;2070,31;BELO HORIZONTE;MG;2025-08-19;2025-09-01;2025-09-02;Setembro/2025;2
191209;2018-07-20;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1375,35;1518,0;IGUATAMA;MG;2018-07-04;2025-09-01;2025-09-02;Setembro/2025;2
191195;2025-07-15;CONJUGE;SECRETARIA DE ESTADO DE SAUDE;2531,4;2531,4;LAGOA DOURADA;MG;2025-08-18;2025-09-01;2025-09-02;Setembro/2025;2
191198;2025-08-11;CONJUGE;SECRETARIA DE EDUCACAO;2808,69;2808,69;SOLEDADE DE MINAS;MG;2025-08-19;2025-09-01;2025-09-02;Setembro/2025;2
191192;2025-07-22;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;2188,7;2188,7;CARATINGA;MG;2025-08-13;2025-08-29;2025-09-02;Setembro/2025;3
191160;2025-09-03;CONJUGE;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;3077,29;3077,29;IPATINGA;MG;2025-02-03;2025-08-27;2025-09-03;Setembro/2025;6
191204;2025-08-15;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;5586,85;5586,85;SAO GONCALO DO PARA;MG;2025-08-21;;2025-09-03;Setembro/2025;10
191009;2025-02-28;CONJUGE;SECRETARIA DE EDUCACAO;2905,47;2905,47;ITAJUBA;MG;2025-03-27;2025-09-03;2025-09-03;Setembro/2025;1
191159;2025-07-16;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2856,93;2856,93;CURVELO;MG;2025-07-28;2025-08-27;2025-09-03;Setembro/2025;6
191223;2024-12-15;FILHO(A) INVALIDO(A);POLICIA CIVIL;12360,23;12360,23;BELO HORIZONTE;MG;2025-03-14;2025-09-03;2025-09-03;Setembro/2025;1
191221;2025-08-04;CONJUGE;POLICIA CIVIL;14093,89;14093,89;CONTAGEM;MG;2025-03-10;2025-09-03;2025-09-03;Setembro/2025;1
191206;2025-08-05;CONJUGE;SECRETARIA DA EDUCACAO;5451,73;5451,73;LAGOA SANTA;MG;2025-08-28;;2025-09-03;Setembro/2025;5
191180;2025-09-03;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;6843,22;6843,22;OLIVEIRA;MG;2024-03-11;2024-11-19;2025-09-03;Setembro/2025;196
191210;2025-07-13;CONJUGE;SECRETARIA DE ESTADO DE GOVERNO;2923,56;2923,56;BELO HORIZONTE;MG;2025-08-22;2025-09-02;2025-09-03;Setembro/2025;2
191217;2025-08-07;CONJUGE;SECRETARIA DE EDUCACAO;2256,8;2256,8;MATO VERDE;MG;2025-08-22;2025-09-03;2025-09-04;Setembro/2025;2
191202;2025-08-06;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3120,88;3120,88;MONTES CLAROS;MG;2025-08-14;2025-09-01;2025-09-04;Setembro/2025;4
191229;2025-08-28;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3280,84;3280,84;ARAXA;MG;2025-02-18;2025-04-22;2025-09-04;Setembro/2025;93
191168;2025-07-10;CONJUGE;SECRETARIA DE EDUCACAO;2825,5;2825,5;BRAZOPOLIS;MG;2025-08-12;2025-08-28;2025-09-05;Setembro/2025;7
191199;2025-07-11;COMPANHEIRO(A);SECRETARIA DA FAZENDA;18400,61;18400,61;BELO HORIZONTE;MG;2025-07-23;;2025-09-05;Setembro/2025;32
191228;2025-06-22;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;4614,46;4614,46;BELO HORIZONTE;MG;2025-08-04;2025-09-03;2025-09-05;Setembro/2025;3
191216;2025-07-01;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;VISCONDE DO RIO BRANCO;MG;2025-07-25;2025-09-02;2025-09-05;Setembro/2025;4
191213;2025-08-06;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1417,86;1518,0;CARMO DA MATA;MG;2025-08-14;2025-09-01;2025-09-05;Setembro/2025;5
191231;2025-08-17;CONJUGE;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;10677,19;10677,19;BELO HORIZONTE;MG;2025-08-29;;2025-09-05;Setembro/2025;6
191247;2023-08-06;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;1706,56;1706,56;MONTE SIAO;MG;2023-09-06;2025-09-04;2025-09-05;Setembro/2025;2
191252;2025-08-14;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1484,08;1518,0;RIBEIRAO DAS NEVES;MG;2025-09-01;;2025-09-05;Setembro/2025;5
